FILE,JOB
DS_SMA_TYPE_CREANCE.ds,Jx_LABISValidODSfSMA02Trans03TYPEMVT
DS_SMA_TYPE_ECRITURE.ds,Jx_LABISValidODSfSMA01Extr09SMATR_TYPE_ECRITURE
DS_SMA_TYPE_ECRITURE.ds,Jx_LABISValidODSfSMA02Trans04TYPEPAIEMT
DS_SMA_TYPVOIE.ds,Jx_LABISValidODSfSMA01Extr10SMATR_TYPVOIE
DS_SMA_TYPVOIE.ds,Jx_LABISValidODSfSMA02Trans07TIERS
DS_SMA_TYP_CLIENT.ds,Jx_LABISValidODSfSMA01Extr14SMATJ_TYP_CLIENT
DS_SMA_TYP_CLIENT.ds,Jx_LABISValidODSfSMA02Trans08CPTECLIENT
Ds_LABISIntegDWHSELOL01ExtrCATEGCTR.ds,Jx_LABISIntegDWHSELOL03Chrg17CATEGCTR
Ds_LABISIntegDWHSELOL01ExtrCATEGCTR.ds,Jx_LABISIntegDWHSELOL01Extr17CATEGCTR
Ds_LABISIntegDWHSELOL01ExtrCONSOPROV.ds,Jx_LABISIntegDWHSELOL02Trans19CONSOPROV
Ds_LABISIntegDWHSELOL01ExtrCONSOPROV.ds,Jx_LABISIntegDWHSELOL01Extr30CONSOPROV
Ds_LABISIntegDWHSELOL01ExtrCONTRAT.ds,Jx_LABISIntegDWHSELOL02Trans02CONTRAT
Ds_LABISIntegDWHSELOL01ExtrCONTRAT.ds,Jx_LABISIntegDWHSELOL01Extr08CONTRAT
Ds_LABISIntegDWHSELOL01ExtrCPTECLI.ds,Jx_LABISIntegDWHSELOL02Trans01CPTECLI
Ds_LABISIntegDWHSELOL01ExtrCPTECLI.ds,Jx_LABISIntegDWHSELOL01Extr05CPTECLI
Ds_LABISIntegDWHSELOL01ExtrCTREXEC.ds,Jx_LABISIntegDWHSELOL02Trans03CTREXEC
Ds_LABISIntegDWHSELOL01ExtrCTREXEC.ds,Jx_LABISIntegDWHSELOL01Extr09CTREXEC
Ds_LABISIntegDWHSELOL01ExtrCTRPAPIER.ds,Jx_LABISIntegDWHSELOL03Chrg13CTRPAPIER
Ds_LABISIntegDWHSELOL01ExtrCTRPAPIER.ds,Jx_LABISIntegDWHSELOL01Extr13CTRPAPIER
Ds_LABISIntegDWHSELOL01ExtrDECLARATION.ds,Jx_LABISIntegDWHSELOL02Trans12DECLARATION
Ds_LABISIntegDWHSELOL01ExtrDECLARATION.ds,Jx_LABISIntegDWHSELOL01Extr06DECLARATION
Ds_LABISIntegDWHSELOL01ExtrFACTURE.ds,Jx_LABISIntegDWHSELOL02Trans13FACTURE
Ds_LABISIntegDWHSELOL01ExtrFACTURE.ds,Jx_LABISIntegDWHSELOL01Extr22FACTURE
Ds_LABISIntegDWHSELOL01ExtrJCTRCPTCLI.ds,Jx_LABISIntegDWHSELOL02Trans15JCTRCPTCLI
Ds_LABISIntegDWHSELOL01ExtrJCTRCPTCLI.ds,Jx_LABISIntegDWHSELOL01Extr25JCTRCPTCLI
Ds_LABISIntegDWHSELOL01ExtrLETTRAGE.ds,Jx_LABISIntegDWHSELOL02Trans16LETTRAGE
Ds_LABISIntegDWHSELOL01ExtrLETTRAGE.ds,Jx_LABISIntegDWHSELOL01Extr26LETTRAGE
Ds_LABISIntegDWHSELOL01ExtrLIENCTRPAPIER.ds,Jx_LABISIntegDWHSELOL02Trans20LIENCTRPAPIER
Ds_LABISIntegDWHSELOL01ExtrLIENCTRPAPIER.ds,Jx_LABISIntegDWHSELOL01Extr31LIENCTRPAPIER
Ds_LABISIntegDWHSELOL01ExtrLIGCTREXEC.ds,Jx_LABISIntegDWHSELOL02Trans04LIGCTREXEC
Ds_LABISIntegDWHSELOL01ExtrLIGCTREXEC.ds,Jx_LABISIntegDWHSELOL01Extr10LIGCTREXEC
Ds_LABISIntegDWHSELOL01ExtrLIGFACT.ds,Jx_LABISIntegDWHSELOL02Trans14LIGFACT
Ds_LABISIntegDWHSELOL01ExtrLIGFACT.ds,Jx_LABISIntegDWHSELOL01Extr23LIGFACT
Ds_LABISIntegDWHSELOL01ExtrMANDAT.ds,Jx_LABISIntegDWHSELOL02Trans08MANDAT
Ds_LABISIntegDWHSELOL01ExtrMANDAT.ds,Jx_LABISIntegDWHSELOL01Extr14MANDAT
Ds_LABISIntegDWHSELOL01ExtrMANDATREP.ds,Jx_LABISIntegDWHSELOL02Trans10MANDATREP
Ds_LABISIntegDWHSELOL01ExtrMANDATREP.ds,Jx_LABISIntegDWHSELOL01Extr16MANDATREP
Ds_LABISIntegDWHSELOL01ExtrMODELECOM.ds,Jx_LABISIntegDWHSELOL03Chrg19MODELECOM
Ds_LABISIntegDWHSELOL01ExtrMODELECOM.ds,Jx_LABISIntegDWHSELOL01Extr19MODELECOM
Ds_LABISIntegDWHSELOL01ExtrNIVSTAT.ds,Jx_LABISIntegDWHSELOL03Chrg20NIVSTAT
Ds_LABISIntegDWHSELOL01ExtrNIVSTAT.ds,Jx_LABISIntegDWHSELOL01Extr20NIVSTAT
Ds_LABISIntegDWHSELOL01ExtrOFFRES.ds,Jx_LABISIntegDWHSELOL02Trans09OFFRES
Ds_LABISIntegDWHSELOL01ExtrOFFRES.ds,Jx_LABISIntegDWHSELOL01Extr15OFFRES
Ds_LABISIntegDWHSELOL01ExtrOFFRESNOUVELLES.ds,Jx_LABISIntegDWHSELOL02Trans06OFFRESNOUVELLES
Ds_LABISIntegDWHSELOL01ExtrOFFRESNOUVELLES.ds,Jx_LABISIntegDWHSELOL01Extr12OFFRESNOUVELLES
Ds_LABISIntegDWHSELOL01ExtrOFFRESREF.ds,Jx_LABISIntegDWHSELOL02Trans11OFFREREF
Ds_LABISIntegDWHSELOL01ExtrOFFRESREF.ds,Jx_LABISIntegDWHSELOL01Extr02OFFRESREF
Ds_LABISIntegDWHSELOL01ExtrPAIEMENT.ds,Jx_LABISIntegDWHSELOL02Trans17PAIEMENT
Ds_LABISIntegDWHSELOL01ExtrPAIEMENT.ds,Jx_LABISIntegDWHSELOL01Extr29PAIEMENT
Ds_LABISIntegDWHSELOL01ExtrPERIODES.ds,Jx_LABISIntegDWHSELOL03Chrg03PERIODES
Ds_LABISIntegDWHSELOL01ExtrPERIODES.ds,Jx_LABISIntegDWHSELOL01Extr03PERIODES
Ds_LABISIntegDWHSELOL01ExtrSSLIGCTREXEC.ds,Jx_LABISIntegDWHSELOL02Trans05SSLIGCTREXEC
Ds_LABISIntegDWHSELOL01ExtrSSLIGCTREXEC.ds,Jx_LABISIntegDWHSELOL01Extr11SSLIGCTREXEC
Ds_LABISIntegDWHSELOL01ExtrTARIF.ds,Jx_LABISIntegDWHSELOL02Trans18TARIF
Ds_LABISIntegDWHSELOL01ExtrTARIF.ds,Jx_LABISIntegDWHSELOL01Extr27TARIF
Ds_LABISIntegDWHSELOL01ExtrTERRITOIRE.ds,Jx_LABISIntegDWHSELOL03Chrg18TERRITOIRE
Ds_LABISIntegDWHSELOL01ExtrTERRITOIRE.ds,Jx_LABISIntegDWHSELOL01Extr18TERRITOIRE
Ds_LABISIntegDWHSELOL01ExtrTIERS.ds,Jx_LABISIntegDWHSELOL03Chrg07TIERS
Ds_LABISIntegDWHSELOL01ExtrTIERS.ds,Jx_LABISIntegDWHSELOL01Extr07TIERS
Ds_LABISIntegDWHSELOL01ExtrTYPECONTRAT.ds,Jx_LABISIntegDWHSELOL03Chrg01TYPECONTRAT
Ds_LABISIntegDWHSELOL01ExtrTYPECONTRAT.ds,Jx_LABISIntegDWHSELOL01Extr01TYPECONTRAT
Ds_LABISIntegDWHSELOL01ExtrTYPEPAIEMT.ds,Jx_LABISIntegDWHSELOL03Chrg26TYPEPAIEMT
Ds_LABISIntegDWHSELOL01ExtrTYPEPAIEMT.ds,Jx_LABISIntegDWHSELOL01Extr28TYPEPAIEMENT
Ds_LABISIntegDWHSELOL01ExtrTYPMVT.ds,Jx_LABISIntegDWHSELOL03Chrg23TYPMVT
Ds_LABISIntegDWHSELOL01ExtrTYPMVT.ds,Jx_LABISIntegDWHSELOL01Extr24TYPMVT
Ds_LABISIntegDWHSELOL01ExtrTYPUTIL.ds,Jx_LABISIntegDWHSELOL03Chrg21TYPUTIL
Ds_LABISIntegDWHSELOL01ExtrTYPUTIL.ds,Jx_LABISIntegDWHSELOL01Extr21TYPUTIL
Ds_LABISIntegDWHSELOL02Trans01CPTECLI.ds,Jx_LABISIntegDWHSELOL02Trans01CPTECLI
Ds_LABISIntegDWHSELOL02Trans01CPTECLI.ds,Jx_LABISIntegDWHSELOL03Chrg05CPTECLI
Ds_LABISIntegDWHSELOL02Trans02CONTRAT.ds,Jx_LABISIntegDWHSELOL02Trans02CONTRAT
Ds_LABISIntegDWHSELOL02Trans02CONTRAT.ds,Jx_LABISIntegDWHSELOL03Chrg08CONTRAT
Ds_LABISIntegDWHSELOL02Trans03CTREXEC.ds,Jx_LABISIntegDWHSELOL02Trans03CTREXEC
Ds_LABISIntegDWHSELOL02Trans03CTREXEC.ds,Jx_LABISIntegDWHSELOL03Chrg09CTREXEC
Ds_LABISIntegDWHSELOL02Trans03CTREXEC_Rejet.ds,Jx_LABISIntegDWHSELOL02Trans03CTREXEC
Ds_LABISIntegDWHSELOL02Trans04LIGCTREXEC.ds,Jx_LABISIntegDWHSELOL02Trans04LIGCTREXEC
Ds_LABISIntegDWHSELOL02Trans04LIGCTREXEC.ds,Jx_LABISIntegDWHSELOL03Chrg10LIGCTREXEC
Ds_LABISIntegDWHSELOL02Trans05SSLIGCTREXEC.ds,Jx_LABISIntegDWHSELOL02Trans05SSLIGCTREXEC
Ds_LABISIntegDWHSELOL02Trans05SSLIGCTREXEC.ds,Jx_LABISIntegDWHSELOL03Chrg11SSLIGCTREXEC
Ds_LABISIntegDWHSELOL02Trans06OFFRESNOUVELLES.ds,Jx_LABISIntegDWHSELOL02Trans06OFFRESNOUVELLES
Ds_LABISIntegDWHSELOL02Trans06OFFRESNOUVELLES.ds,Jx_LABISIntegDWHSELOL03Chrg12OFFRESNOUVELLES
Ds_LABISIntegDWHSELOL02Trans08MANDAT.ds,Jx_LABISIntegDWHSELOL02Trans08MANDAT
Ds_LABISIntegDWHSELOL02Trans08MANDAT.ds,Jx_LABISIntegDWHSELOL03Chrg14MANDAT
Ds_LABISIntegDWHSELOL02Trans09OFFRES.ds,Jx_LABISIntegDWHSELOL02Trans09OFFRES
Ds_LABISIntegDWHSELOL02Trans09OFFRES.ds,Jx_LABISIntegDWHSELOL03Chrg15OFFRES
Ds_LABISIntegDWHSELOL02Trans10MANDATREP.ds,Jx_LABISIntegDWHSELOL02Trans10MANDATREP
Ds_LABISIntegDWHSELOL02Trans10MANDATREP.ds,Jx_LABISIntegDWHSELOL03Chrg16MANDATREP
Ds_LABISIntegDWHSELOL02Trans11OFFRESREF.ds,Jx_LABISIntegDWHSELOL02Trans11OFFREREF
Ds_LABISIntegDWHSELOL02Trans11OFFRESREF.ds,Jx_LABISIntegDWHSELOL03Chrg02OFFRESREF
Ds_LABISIntegDWHSELOL02Trans12DECLARATION.ds,Jx_LABISIntegDWHSELOL02Trans12DECLARATION
Ds_LABISIntegDWHSELOL02Trans12DECLARATION.ds,Jx_LABISIntegDWHSELOL03Chrg06DECLARATION
Ds_LABISIntegDWHSELOL02Trans13FACTURE.ds,Jx_LABISIntegDWHSELOL02Trans13FACTURE
Ds_LABISIntegDWHSELOL02Trans13FACTURE.ds,Jx_LABISIntegDWHSELOL03Chrg22FACTURE
Ds_LABISIntegDWHSELOL02Trans14LIGFACT.ds,Jx_LABISIntegDWHSELOL02Trans14LIGFACT
Ds_LABISIntegDWHSELOL02Trans14LIGFACT.ds,Jx_LABISIntegDWHSELOL03Chrg24LIGFACT
Ds_LABISIntegDWHSELOL02Trans15JCTRCPTCLI.ds,Jx_LABISIntegDWHSELOL02Trans15JCTRCPTCLI
Ds_LABISIntegDWHSELOL02Trans15JCTRCPTCLI.ds,Jx_LABISIntegDWHSELOL03Chrg25JCTRCPTCLI
Ds_LABISIntegDWHSELOL02Trans16LETTRAGE.ds,Jx_LABISIntegDWHSELOL02Trans16LETTRAGE
Ds_LABISIntegDWHSELOL02Trans16LETTRAGE.ds,Jx_LABISIntegDWHSELOL03Chrg29LETTRAGE
Ds_LABISIntegDWHSELOL02Trans17PAIEMENT.ds,Jx_LABISIntegDWHSELOL02Trans17PAIEMENT
Ds_LABISIntegDWHSELOL02Trans17PAIEMENT.ds,Jx_LABISIntegDWHSELOL03Chrg27PAIEMENT
Ds_LABISIntegDWHSELOL02Trans18TARIF.ds,Jx_LABISIntegDWHSELOL02Trans18TARIF
Ds_LABISIntegDWHSELOL02Trans18TARIF.ds,Jx_LABISIntegDWHSELOL03Chrg28TARIF
Ds_LABISIntegDWHSELOL02Trans19CONSOPROV.ds,Jx_LABISIntegDWHSELOL02Trans19CONSOPROV
Ds_LABISIntegDWHSELOL02Trans19CONSOPROV.ds,Jx_LABISIntegDWHSELOL03Chrg30CONSOPROV
Ds_LABISIntegDWHSELOL02Trans20LIENCTRPAPIER.ds,Jx_LABISIntegDWHSELOL02Trans20LIENCTRPAPIER
Ds_LABISIntegDWHSELOL02Trans20LIENCTRPAPIER.ds,Jx_LABISIntegDWHSELOL03Chrg31LIENCTRPAP
Ds_LABISValidODSfCOPS01Extr01VFACTURE.ds,Jx_LABISValidODSfCOPS01Extr01VFACTURE
Ds_LABISValidODSfCOPS01Extr01VFACTURE.ds,Jx_LABISValidODSfCOPS02Trans02TIERS
Ds_LABISValidODSfCOPS01Extr01VFACTURE.ds,Jx_LABISValidODSfCOPS02Trans03TYPECOMPTECLIENT
Ds_LABISValidODSfCOPS01Extr01VFACTURE.ds,Jx_LABISValidODSfCOPS02Trans04COMPTECLIENT
Ds_LABISValidODSfCOPS01Extr01VFACTURE.ds,Jx_LABISValidODSfCOPS02Trans05UO
Ds_LABISValidODSfCOPS01Extr01VFACTURE.ds,Jx_LABISValidODSfCOPS02Trans06TYPEDROIT
Ds_LABISValidODSfCOPS01Extr01VFACTURE.ds,Jx_LABISValidODSfCOPS02Trans07CODEGENRE
Ds_LABISValidODSfCOPS01Extr01VFACTURE.ds,Jx_LABISValidODSfCOPS02Trans08SOCIETEINTERCO
Ds_LABISValidODSfCOPS01Extr01VFACTURE.ds,Jx_LABISValidODSfCOPS02Trans13FACTURE
Ds_LABISValidODSfCOPS01Extr01VFACTURE.ds,Jx_LABISValidODSfCOPS02Trans14LIGNEFACTURE
Ds_LABISValidODSfCOPS01Extr02VTYPE_SUPPORT.ds,Jx_LABISValidODSfCOPS01Extr02VTYPE_SUPPORT
Ds_LABISValidODSfCOPS01Extr03VCOMPTE_CLIENT.ds,Jx_LABISValidODSfCOPS02Trans02TIERS
Ds_LABISValidODSfCOPS01Extr03VCOMPTE_CLIENT.ds,Jx_LABISValidODSfCOPS01Extr03VCOMPTE_CLIENT
Ds_LABISValidODSfCOPS01Extr04VSOCIETE.ds,Jx_LABISValidODSfCOPS02Trans09SOCIETE
Ds_LABISValidODSfCOPS01Extr04VSOCIETE.ds,Jx_LABISValidODSfCOPS01Extr04VSOCIETE
Ds_LABISValidODSfCOPS01Extr05VLETTRAGE.ds,Jx_LABISValidODSfCOPS02Trans15LETTRAGE
Ds_LABISValidODSfCOPS01Extr05VLETTRAGE.ds,Jx_LABISValidODSfCOPS01Extr05VLETTRAGE
Ds_LABISValidODSfCOPS01Extr06VPAIEMENT.ds,Jx_LABISValidODSfCOPS01Extr06VPAIEMENT
Ds_LABISValidODSfCOPS01Extr07TYPE_DROIT.ds,Jx_LABISValidODSfCOPS02Trans03TYPECOMPTECLIENT
Ds_LABISValidODSfCOPS01Extr07TYPE_DROIT.ds,Jx_LABISValidODSfCOPS01Extr07TYPE_DROIT
Ds_LABISValidODSfCOPS01Extr08CATEGORIE_DROIT.ds,Jx_LABISValidODSfCOPS01Extr08CATEGORIE_DROIT
Ds_LABISValidODSfCOPS01Extr08CATEGORIE_DROIT.ds,Jx_LABISValidODSfCOPS02Trans03TYPECOMPTECLIENT
Ds_LABISValidODSfCOPS01Extr09TYPEMOUVEMENT.ds,Jx_LABISValidODSfCOPS01Extr09TYPEMOUVEMENT
Ds_LABISValidODSfCOPS01Extr09TYPEMOUVEMENT.ds,Jx_LABISValidODSfCOPS02Trans01TYPEMOUVEMENT
Ds_LABISValidODSfCOPS02Trans01TYPEMOUVEMENT.ds,Jx_LABISValidODSfCOPS02Trans01TYPEMOUVEMENT
Ds_LABISValidODSfCOPS02Trans02TIERS.ds,Jx_LABISValidODSfCOPS02Trans02TIERS
Ds_LABISValidODSfCOPS02Trans03TYPECOMPTECLIENT.ds,Jx_LABISValidODSfCOPS02Trans03TYPECOMPTECLIENT
Ds_LABISValidODSfCOPS02Trans04COMPTECLIENT.ds,Jx_LABISValidODSfCOPS02Trans04COMPTECLIENT
Ds_LABISValidODSfCOPS02Trans05UO.ds,Jx_LABISValidODSfCOPS02Trans05UO
Ds_LABISValidODSfCOPS02Trans06TYPEDROIT.ds,Jx_LABISValidODSfCOPS02Trans06TYPEDROIT
Ds_LABISValidODSfCOPS02Trans07CODEGENRE.ds,Jx_LABISValidODSfCOPS02Trans07CODEGENRE
Ds_LABISValidODSfCOPS02Trans08SOCIETEINTERCO.ds,Jx_LABISValidODSfCOPS02Trans08SOCIETEINTERCO
Ds_LABISValidODSfCOPS02Trans09SOCIETE.ds,Jx_LABISValidODSfCOPS02Trans09SOCIETE
Ds_LABISValidODSfCOPS02Trans13FACTURE.ds,Jx_LABISValidODSfCOPS02Trans13FACTURE
Ds_LABISValidODSfCOPS02Trans14LIGNEFACTURE.ds,Jx_LABISValidODSfCOPS02Trans14LIGNEFACTURE
Ds_LABISValidODSfCOPS02Trans15LETTRAGE.ds,Jx_LABISValidODSfCOPS02Trans15LETTRAGE
Ds_LABISValidODSfOCTAVTR_CATEGGRE.ds,Jx_LABISValidODSfOCTAV01ExtrCATEGGRE
Ds_LABISValidODSfOCTAVTR_TYPOEUV.ds,Jx_LABISValidODSfOCTAV01ExtrTYPOEUV
Ds_LABISValidODSfOCTAVT_AD_DECLARANT.ds,Jx_LABISValidODSfOCTAV02Tran_DECLARANT
Ds_LABISValidODSfOCTAVT_EPISODE.ds,Jx_LABISValidODSfOCTAV01ExtrEPISODE
Ds_LABISValidODSfOCTAVT_ETATDECL.ds,Jx_LABISValidODSfOCTAV01ExtrETATDECL
Ds_LABISValidODSfOCTAVT_ETATDOC.ds,Jx_LABISValidODSfOCTAV01ExtrETATDOC
Ds_LABISValidODSfOCTAVT_GREMUS.ds,Jx_LABISValidODSfOCTAV01ExtrGREMUS
Ds_LABISValidODSfOCTAVT_GREOEUV.ds,Jx_LABISValidODSfOCTAV02Tran_OEUVRE
Ds_LABISValidODSfOCTAVT_GREOEUV.ds,Jx_LABISValidODSfOCTAV01ExtrGREOEUV
Ds_LABISValidODSfOCTAVT_GREOEUV.ds,Jx_LABISValidODSfOCTAV02Tran_OEUVDECLT
Ds_LABISValidODSfOCTAVT_IDE12ARCHIV.ds,Jx_LABISValidODSfOCTAV01ExtrIDE12ARCHIV
Ds_LABISValidODSfOCTAVT_MOTIFNONGEST.ds,Jx_LABISValidODSfOCTAV01ExtrMOTIFNONGEST
Ds_LABISValidODSfOCTAVT_OEUVDECLT_T.ds,Jx_LABISValidODSfOCTAV02Tran_OEUVDECLT
Ds_LABISValidODSfOCTAVT_OEUVRE.ds,Jx_LABISValidODSfOCTAV02Tran_OEUVRE
Ds_LABISValidODSfOCTAVT_PARTICIPANT.ds,Jx_LABISValidODSfOCTAV02Tran_PARTICIPANT
Ds_LABISValidODSfOCTAVT_ROLADDECLT.ds,Jx_LABISValidODSfOCTAV01ExtrROLADDECLT
Ds_LABISValidODSfOCTAVT_ROLADDECLT.ds,Jx_LABISValidODSfOCTAV02Tran_DECLARANT
Ds_LABISValidODSfOCTAVT_STATUTOEUV.ds,Jx_LABISValidODSfOCTAV01ExtrSTATUTOEUV
Ds_LABISValidODSfOCTAVT_STATUTOEUVDECL.ds,Jx_LABISValidODSfOCTAV01ExtrSTATUTOEUVDECL
Ds_LABISValidODSfOCTAVT_TYPDEPOT.ds,Jx_LABISValidODSfOCTAV01ExtrTYPDEPOT
Ds_LABISValidODSfOCTAVT_TYPDOC.ds,Jx_LABISValidODSfOCTAV01ExtrTYPDOC
Ds_LABISValidODSfOCTAVT_TYPPUBLCTN.ds,Jx_LABISValidODSfOCTAV01ExtrTYPPUBLCTN
Ds_LABISValidODSfOCTAV_ADDECLT.ds,Jx_LABISValidODSfOCTAV01ExtrADDECLT
Ds_LABISValidODSfOCTAV_ADDECLT.ds,Jx_LABISValidODSfOCTAV02Tran_DECLARANT
Ds_LABISValidODSfOCTAV_ISWC.ds,Jx_LABISValidODSfOCTAV02Tran_OEUVRE
Ds_LABISValidODSfOCTAV_ISWC.ds,Jx_LABISValidODSfOCTAV01ExtrISWC
Ds_LABISValidODSfOCTAV_MARQUE.ds,Jx_LABISValidODSfOCTAV02Tran_OEUVRE
Ds_LABISValidODSfOCTAV_MARQUE.ds,Jx_LABISValidODSfOCTAV01ExtrMARQUE
Ds_LABISValidODSfOCTAV_NOMPARTPT.ds,Jx_LABISValidODSfOCTAV01ExtrNOMPARTPT
Ds_LABISValidODSfOCTAV_NOMPARTPT.ds,Jx_LABISValidODSfOCTAV02Tran_PARTICIPANT
Ds_LABISValidODSfOCTAV_OEUV.ds,Jx_LABISValidODSfOCTAV01ExtrOEUV
Ds_LABISValidODSfOCTAV_OEUV.ds,Jx_LABISValidODSfOCTAV02Tran_OEUVRE
Ds_LABISValidODSfOCTAV_OEUVAV.ds,Jx_LABISValidODSfOCTAV02Tran_OEUVRE
Ds_LABISValidODSfOCTAV_OEUVAV.ds,Jx_LABISValidODSfOCTAV01ExtrOEUVAV
Ds_LABISValidODSfOCTAV_OEUVDECLT.ds,Jx_LABISValidODSfOCTAV01ExtrOEUVDECLT
Ds_LABISValidODSfOCTAV_OEUVDECLT.ds,Jx_LABISValidODSfOCTAV02Tran_OEUVDECLT
